keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,correctMouseResp
v,0,3.4542,,,,,,,,1.9542,space,3.2614,0,0,0,4,1,1.5,images/target_plus.jpg,maria,001,2023-04-11_16h47.43.002,choiceRTT,2021.2.3,Win32,59.99520038,
v,1,2.7109,,,,,,,,1.6109,space,1.1924,0,1,1,5,1,1.1,images/target_square.jpg,maria,001,2023-04-11_16h47.43.002,choiceRTT,2021.2.3,Win32,59.99520038,
c,0,3.9863,,,,,,,,2.8863,space,5.4364,0,2,2,7,1,1.1,images/target_plus.jpg,maria,001,2023-04-11_16h47.43.002,choiceRTT,2021.2.3,Win32,59.99520038,
b,0,0.9003,,,,,,,,-0.3997,c,1.0439,0,3,3,8,1,1.3,images/target_square.jpg,maria,001,2023-04-11_16h47.43.002,choiceRTT,2021.2.3,Win32,59.99520038,
c,1,1.8617,,,,,,,,0.7617,b,0.9228,0,4,4,0,1,1.1,images/target_cross.jpg,maria,001,2023-04-11_16h47.43.002,choiceRTT,2021.2.3,Win32,59.99520038,
c,1,1.6122,,,,,,,,0.3122,c,3.0119,0,5,5,3,1,1.3,images/target_cross.jpg,maria,001,2023-04-11_16h47.43.002,choiceRTT,2021.2.3,Win32,59.99520038,
,0,,-0.246353323,-0.229335494,1,0,0,7.6674,cross_button,6.1674,,,0,6,6,6,1,1.5,images/target_cross.jpg,maria,001,2023-04-11_16h47.43.002,choiceRTT,2021.2.3,Win32,59.99520038,1
c,0,1.6496,,,,,,,,0.3496,b,4.8006,0,7,7,1,1,1.3,images/target_plus.jpg,maria,001,2023-04-11_16h47.43.002,choiceRTT,2021.2.3,Win32,59.99520038,
b,0,2.5792,,,,,,,,1.0792,b,2.0054,0,8,8,2,1,1.5,images/target_square.jpg,maria,001,2023-04-11_16h47.43.002,choiceRTT,2021.2.3,Win32,59.99520038,
